DT,SOLAR_FORECAST,SOLAR_ACTUAL,SOLAR_MIN,SOLAR_MAX,WIND_FORECAST,WIND_ACTUAL,WIND_MIN,WIND_MAX,SOLAR_AE,SOLAR_APE_%,SOLAR_IN_RANGE,WIND_AE,WIND_APE_%,WIND_IN_RANGE,TOTAL_SUPPLY_MW,ROLLING_STD_24H
2025-08-04 20:00:00,57.32,83.45,39.09,80.06,596.24,1549.61,184.66,942.32,26.130000000000003,31.312162971839424,0.0,953.3699999999999,61.52322197198005,0.0,10117.292976995317,410.7494270819681
2025-08-04 21:00:00,0.28,0.05,0.16,0.48,737.46,1080.38,281.2,1595.46,0.23000000000000004,460.00000000000006,0.0,342.9200000000001,31.740683833466004,1.0,10093.430522169665,409.19214626739125
2025-08-04 22:00:00,0.0,0.0,0.0,0.0,849.79,860.23,393.87,2101.23,0.0,,1.0,10.440000000000055,1.2136289131976394,1.0,9971.654048075465,408.38107027173123
2025-08-04 23:00:00,0.0,11.32,0.0,0.0,931.95,388.39,412.7,1867.15,11.32,100.0,0.0,543.5600000000001,139.95210999253328,0.0,9834.786876564602,405.3591602339833
2025-08-05 00:00:00,0.0,3.47,0.0,0.0,870.93,333.07,516.13,1794.21,3.47,100.0,0.0,537.8599999999999,161.48557360314646,0.0,9673.011292469755,401.96898829824676
2025-08-05 01:00:00,0.0,0.29,0.0,0.0,724.71,368.18,425.34,2819.19,0.29,100.0,0.0,356.53000000000003,96.83578684339183,0.0,9169.399727549368,427.72948701435195
2025-08-05 02:00:00,0.0,0.0,0.0,0.0,606.26,518.71,250.24,2675.86,0.0,,1.0,87.54999999999995,16.878409901486368,1.0,9203.223470019553,445.38966197500525
2025-08-05 03:00:00,0.0,0.0,0.0,0.0,511.59,658.48,174.93,2044.69,0.0,,1.0,146.89000000000004,22.307435305552186,1.0,9398.022539188649,454.88349405992125
2025-08-05 04:00:00,0.0,0.0,0.0,0.0,519.01,379.86,149.69,1398.13,0.0,,1.0,139.14999999999998,36.63191702206075,1.0,9506.74253805769,465.9798024600827
2025-08-05 05:00:00,0.2,0.0,0.12,0.8,467.79,278.11,120.96,1144.65,0.2,,0.0,189.68,68.20322893818992,1.0,9781.108768258662,468.4694077055395
2025-08-05 06:00:00,47.26,21.09,30.78,105.6,452.27,214.69,130.6,1171.28,26.169999999999998,124.0872451398767,0.0,237.57999999999998,110.66188457776327,1.0,9956.00188223807,469.3750125770674
2025-08-05 07:00:00,335.02,187.79,187.08,451.93,439.17,193.09,158.63,720.56,147.23,78.40140582565631,1.0,246.08,127.4431612201564,1.0,10181.35872932694,469.1125557545022
2025-08-05 08:00:00,659.17,547.76,377.75,893.65,391.29,274.82,173.82,643.75,111.40999999999997,20.339199649481518,1.0,116.47000000000003,42.38046721490431,1.0,10252.06299699441,466.05576721143314
2025-08-05 09:00:00,908.12,893.22,598.18,1105.8,406.71,314.2,133.95,817.94,14.899999999999977,1.6681220751886408,1.0,92.50999999999999,29.443029917250158,1.0,10521.585378119982,468.05067717864364
2025-08-05 10:00:00,1061.45,1186.14,870.72,1185.95,457.83,307.89,166.58,1052.82,124.69000000000005,10.51224981873978,0.0,149.94,48.69921075708857,1.0,10774.366038246597,478.5224026084708
2025-08-05 11:00:00,1165.39,1443.84,826.09,1279.82,496.84,270.75,176.61,1123.53,278.4499999999998,19.28537788120566,0.0,226.08999999999997,83.5050784856879,1.0,10930.886705329456,496.65553090198125
2025-08-05 12:00:00,1233.45,1545.14,1048.78,1361.57,476.75,266.88,178.48,1099.93,311.69000000000005,20.172282123302747,0.0,209.87,78.63833932853717,1.0,11096.43683023937,517.3651269704314
2025-08-05 13:00:00,1256.2,1583.18,1071.89,1369.25,511.36,312.31,213.39,1095.63,326.98,20.653368536742505,0.0,199.05,63.734750728442904,1.0,11224.40383960281,552.152809931452
2025-08-05 14:00:00,1241.75,1464.85,1051.28,1366.3,540.43,406.26,273.98,1102.33,223.0999999999999,15.230228351025696,0.0,134.16999999999996,33.025648599419085,1.0,11150.76734691511,582.7466815898673
2025-08-05 15:00:00,1172.03,1414.05,972.84,1363.76,578.39,464.09,377.16,1128.77,242.01999999999998,17.1153778154945,0.0,114.30000000000001,24.628843543278247,1.0,11172.094253905983,613.9426987123592
2025-08-05 16:00:00,1059.77,1342.98,649.45,1323.98,653.63,404.11,430.05,1144.42,283.21000000000004,21.088177039121955,0.0,249.51999999999998,61.745564326544745,0.0,10989.604968928586,634.3967649152576
2025-08-05 17:00:00,935.2,1141.5,502.32,1207.69,770.1,295.77,579.82,1496.39,206.29999999999995,18.072711344721853,1.0,474.33000000000004,160.3712344051121,0.0,10791.32580633408,645.0689221515363
2025-08-05 19:00:00,321.37,566.01,130.04,445.64,870.85,302.33,531.58,1327.56,244.64,43.22185120404233,0.0,568.52,188.04617470975424,0.0,10099.483982244783,642.907088945788
2025-08-05 20:00:00,63.77,79.54,27.61,88.49,818.54,429.79,605.96,1511.69,15.770000000000003,19.82650238873523,1.0,388.74999999999994,90.45115056190231,0.0,10143.448252922677,642.6713762773105
2025-08-05 21:00:00,0.19,0.17,0.12,0.36,835.3,368.23,593.22,1839.0,0.01999999999999999,11.764705882352935,1.0,467.06999999999994,126.84191945251607,0.0,10076.190864942868,642.880088899136
2025-08-05 22:00:00,0.0,0.0,0.0,0.0,912.13,531.04,631.58,2041.89,0.0,,1.0,381.09000000000003,71.76295570955108,0.0,9939.871205811865,643.5396603113817
2025-08-05 23:00:00,0.0,0.0,0.0,0.0,978.89,627.43,616.17,2028.77,0.0,,1.0,351.46000000000004,56.01581052866457,1.0,9876.476669551403,642.39130349467
2025-08-06 00:00:00,0.0,0.0,0.0,0.0,1148.41,849.51,673.23,2043.94,0.0,,1.0,298.9000000000001,35.184988993655175,1.0,9704.61641445313,641.1586653233963
